Gene	L21.D20.Tox.WT1_S6	L22.D20.Tox.WT2_S7	L23.D20.Tox.WT3_S8	L24.D20.Tox.WT4_S9	L25.D20.Tox.WT5_S10	L26.D20.Tox.KO1_S11	L27.D20.Tox.KO2_S12	L28.D20.Tox.KO3_S13	L29.D20.Tox.KO4_S14	L30.D20.Tox.KO5_S15
0610005C13Rik	1	3	2	1	6	1	2	2	1	2
0610006L08Rik	0	0	0	0	0	0	0	0	0	0
0610009B22Rik	164	126	150	208	143	185	235	189	186	263
0610009E02Rik	7	3	6	2	3	4	5	2	5	5
0610009L18Rik	44	24	24	45	27	39	77	47	31	56
0610009O20Rik	134	120	144	168	120	196	181	140	166	198
0610010F05Rik	238	187	291	380	239	369	428	351	334	317
0610010K14Rik	27	30	18	38	39	67	61	51	62	60
0610012D04Rik	6	0	1	1	2	1	1	0	0	0
0610012G03Rik	474	341	301	565	453	541	611	465	778	786
0610025J13Rik	0	0	0	0	0	0	0	0	0	0
0610030E20Rik	828	663	839	695	811	1062	1171	814	925	806
0610031O16Rik	0	0	0	0	0	0	0	0	0	2
0610033M10Rik	0	0	0	0	0	0	0	2	0	0
0610037L13Rik	663	727	738	949	772	1256	1459	991	1291	1176
0610038B21Rik	17	15	14	31	13	19	27	16	28	29
0610039K10Rik	3	3	4	6	4	1	1	3	1	4
0610040B10Rik	24	19	19	38	36	25	65	16	29	35
0610040F04Rik	8	3	5	14	1	13	11	7	12	5
0610040J01Rik	5	0	1	13	2	11	0	1	0	8
0610043K17Rik	6	2	5	5	6	5	7	6	2	2
1010001B22Rik	3	2	6	8	5	5	12	3	9	8
1010001N08Rik	0	0	0	0	0	0	0	0	0	0
1110002E22Rik	0	0	0	0	0	0	0	0	0	0
1110002J07Rik	0	0	1	1	0	0	4	6	1	5
1110002L01Rik	89	89	99	84	99	122	111	93	109	100
1110002O04Rik	0	0	0	0	0	0	0	2	0	0
1110003F10Rik	17	3	10	11	3	18	17	8	24	20
1110004E09Rik	399	280	281	439	330	460	535	368	507	584
1110004F10Rik	1886	1494	1750	2643	1900	2436	3062	1893	2857	2708
1110006O24Rik	35	25	26	31	28	26	42	31	57	45
1110008E08Rik	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	526	370	390	616	412	538	593	452	679	835
1110008L16Rik	110	139	131	161	142	229	269	169	255	228
1110008P14Rik	627	383	351	873	629	550	722	522	813	781
1110012L19Rik	325	275	272	337	310	396	503	321	517	444
1110015O18Rik	0	0	0	0	0	0	0	0	0	0
1110017D15Rik	0	0	0	0	0	1	0	2	0	0
1110018N20Rik	0	0	0	0	0	1	1	1	1	0
1110019B22Rik	0	0	0	0	0	0	0	0	0	0
1110019D14Rik	19	21	19	32	22	22	41	35	51	51
1110020A21Rik	11	12	4	28	1	14	14	8	14	27
1110025L11Rik	0	0	0	0	0	0	0	0	0	0
1110025M09Rik	11	5	4	10	8	6	12	8	3	7
1110028F11Rik	3	0	2	0	0	5	13	1	7	7
1110028F18Rik	0	0	0	0	0	0	0	1	0	0
1110032A03Rik	147	74	87	197	101	152	186	104	209	164
1110032F04Rik	5	10	1	8	0	26	39	34	47	30
1110034G24Rik	326	269	283	430	308	484	550	386	567	523
1110035H17Rik	2	1	1	9	7	3	3	3	8	11
1110036E04Rik	1	0	0	0	0	0	0	0	0	0
1110038B12Rik	38	32	29	47	38	50	61	44	55	88
1110038F14Rik	830	636	567	1013	812	798	1121	672	976	1165
1110046J04Rik	8	6	14	7	12	16	15	7	8	8
1110051M20Rik	102	66	70	146	83	158	232	180	245	222
1110057P08Rik	0	0	0	0	0	0	0	0	0	0
1110059E24Rik	332	258	329	565	330	468	581	389	545	903
1110059G10Rik	385	307	289	424	372	509	561	344	530	421
1110060G06Rik	0	0	0	0	0	0	0	0	0	0
1110065P20Rik	30	19	24	40	34	34	40	27	43	38
1190001M18Rik	0	0	0	0	0	0	0	0	0	0
1190002N15Rik	416	516	571	464	509	1029	1156	691	696	558
1190005I06Rik	0	0	1	1	1	1	0	0	2	2
1190007I07Rik	133	82	72	180	102	163	123	150	185	213
1190028D05Rik	0	0	0	0	0	0	0	0	0	0
1200007C13Rik	0	0	0	0	0	0	0	0	0	0
1300002E11Rik	365	306	390	553	475	601	675	507	711	539
1300014J16Rik	34	59	32	37	44	68	81	63	58	66
1300017J02Rik	13	1	13	19	10	0	5	5	14	33
1500002C15Rik	72	56	55	40	62	99	113	50	90	46
1500002F19Rik	5	1	2	3	0	2	3	2	3	3
1500004A13Rik	186	174	236	252	198	295	488	290	251	239
1500005C15Rik	0	0	0	0	0	0	0	0	0	0
1500009C09Rik	0	0	0	0	0	0	0	0	1	0
1500009L16Rik	181	122	172	229	188	190	244	179	234	161
1500011B03Rik	232	201	228	432	303	405	624	418	528	417
1500011K16Rik	94	55	36	147	94	108	124	128	155	165
1500012K07Rik	0	0	0	0	0	0	0	0	0	0
1500015A07Rik	87	53	77	83	75	105	128	110	129	126
1500015L24Rik	0	0	0	0	0	0	0	0	0	0
1500015O10Rik	0	2	1	1	2	2	0	1	2	0
1500026H17Rik	3	4	1	2	1	7	6	0	5	6
1500035N22Rik	0	0	0	0	0	0	0	0	0	1
1520401A03Rik	0	1	7	0	0	3	3	1	10	1
1600002D24Rik	0	0	0	0	0	0	0	0	0	0
1600002K03Rik	200	106	88	171	135	158	183	156	230	217
1600010M07Rik	6	5	5	15	1	9	4	4	13	26
1600012H06Rik	465	527	632	519	611	875	899	616	930	848
1600012P17Rik	0	0	0	0	0	0	0	0	0	0
1600014C10Rik	3161	3164	3603	4104	3364	2681	3795	1820	2744	2512
1600014C23Rik	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0	0
1600017P15Rik	0	0	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	567	477	567	595	511	884	837	654	801	1031
1600023N17Rik	14	11	10	9	10	21	18	19	16	13
1600025M17Rik	0	0	0	0	0	0	0	0	0	0
1600027J07Rik	0	0	0	0	0	0	0	0	0	0
1600029O15Rik	0	0	1	0	0	0	0	1	0	0
1700001C02Rik	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	0	0	0	0	0	0	0	0	0	0
1700001D01Rik	0	0	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	2	0	0
1700001G11Rik	12	7	11	11	14	15	34	14	24	19
1700001G17Rik	4	4	4	3	8	4	4	1	11	2
1700001J03Rik	0	0	1	0	0	0	0	0	0	0
1700001J04Rik	0	0	0	0	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	1	0	0	0
1700001K19Rik	8	3	7	4	7	3	5	4	2	3
1700001L05Rik	0	0	0	6	3	1	1	1	1	3
1700001L19Rik	0	0	0	0	0	0	0	0	3	0
1700001N15Rik	0	0	0	0	0	0	1	0	0	0
1700001O22Rik	226	118	170	151	180	69	137	61	64	64
1700001P01Rik	3	2	4	3	0	1	1	0	2	10
1700003C15Rik	0	0	0	0	0	0	0	0	0	0
1700003D09Rik	0	0	0	0	0	1	0	1	0	0
1700003E16Rik	0	0	0	0	0	0	0	0	0	3
1700003E24Rik	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	0	3	1	0	2	0	1	8
1700003G13Rik	0	0	0	0	0	0	0	0	0	0
1700003G18Rik	0	1	0	7	0	3	10	5	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0
1700003I16Rik	0	0	1	0	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0
1700003M07Rik	0	0	0	0	0	0	1	0	0	0
1700003N22Rik	1	0	0	0	0	0	0	0	0	0
1700003P14Rik	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	1	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	1	0	0
1700006J14Rik	3	0	0	10	1	0	0	0	7	6
1700006P03Rik	0	0	0	0	0	0	0	0	0	0
1700007E05Rik	0	0	1	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	1	0	2	1	0	0	0
1700007J10Rik	2	3	1	4	7	4	3	5	0	4
1700007K09Rik	1	0	0	0	0	0	0	0	0	0
1700007K13Rik	0	0	0	0	0	0	0	3	0	0
1700007L15Rik	62	44	34	59	39	66	81	46	48	78
1700007M16Rik	0	0	0	0	0	0	0	0	0	1
1700007P06Rik	0	0	0	0	0	0	0	0	0	0
1700008A23Rik	0	0	0	0	0	0	0	0	0	0
1700008B11Rik	0	0	0	0	0	0	0	0	0	0
1700008C04Rik	0	0	0	0	0	0	0	0	0	0
1700008H02Rik	0	0	0	0	0	0	0	0	0	0
1700008J07Rik	47	13	17	18	14	64	38	48	63	28
1700008K24Rik	0	0	0	0	0	0	0	0	0	0
1700008N11Rik	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	1	1	0	2	1	1	0	0	0	0
1700008P02Rik	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	1	1	0	0	0	1	0
1700009N14Rik	0	0	0	0	0	0	0	0	0	1
1700010B08Rik	0	0	0	0	0	0	0	0	0	0
1700010B13Rik	0	0	0	0	0	0	0	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0
1700010H22Rik	0	0	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	39	34	41	75	44	83	151	95	99	96
1700010J16Rik	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0	0
1700010K24Rik	1	3	0	0	3	3	4	0	4	4
1700010L04Rik	1	0	0	0	0	0	0	0	0	0
1700010N08Rik	0	0	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0	0	0	0	1
1700011C11Rik	0	0	0	0	0	0	0	0	0	0
1700011D18Rik	0	0	0	0	2	1	2	0	1	0
1700011H14Rik	6	0	2	1	1	1	0	1	0	1
1700011I03Rik	0	0	0	6	0	0	0	0	0	0
1700011L03Rik	21	14	23	34	6	9	29	21	18	15
1700011L22Rik	0	0	2	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	1	0	0	0	0	3	0
1700012B09Rik	0	0	0	0	0	0	0	0	0	0
1700012C08Rik	0	0	0	0	0	0	0	0	0	0
1700012C14Rik	0	0	0	1	0	0	1	0	0	0
1700012D14Rik	152	101	123	229	159	268	368	205	238	205
1700012D16Rik	0	0	0	0	0	1	0	0	0	0
1700012E03Rik	0	0	0	0	0	0	0	0	0	0
1700012I11Rik	0	0	0	3	0	0	1	2	0	0
1700012J15Rik	0	0	0	0	0	0	0	0	0	0
1700012J22Rik	0	0	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	0	0
1700013A02Rik	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0
1700013M08Rik	0	0	0	0	0	0	0	0	0	0
1700013N06Rik	0	0	0	0	0	0	0	0	0	0
1700014D04Rik	0	0	0	0	1	0	0	0	0	0
1700014F14Rik	0	0	0	0	0	0	0	0	0	0
1700014L14Rik	0	0	0	0	0	0	0	0	0	0
1700015C15Rik	0	0	0	0	0	0	0	0	0	0
1700015C17Rik	0	1	2	3	2	1	3	2	0	1
1700015F17Rik	0	0	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0	0
1700015I17Rik	0	0	0	0	0	0	0	0	0	0
1700015O11Rik	0	0	2	0	0	0	0	0	0	0
1700016A09Rik	1	0	1	0	0	0	0	3	0	1
1700016B01Rik	0	0	0	0	0	0	0	0	0	0
1700016B15Rik	0	0	0	3	0	4	0	0	1	0
1700016C15Rik	0	3	3	2	1	4	4	0	6	2
1700016D06Rik	0	0	0	0	0	0	0	0	0	0
1700016D08Rik	0	0	0	0	0	0	0	0	0	0
1700016F12Rik	0	1	0	0	2	1	0	0	0	0
1700016G14Rik	6	1	6	9	1	3	4	1	8	4
1700016G22Rik	2	0	0	0	0	0	0	0	0	0
1700016H13Rik	0	0	0	0	0	0	0	2	0	0
1700016J18Rik	0	0	0	0	0	0	0	0	0	0
1700016K19Rik	0	0	0	4	3	0	4	0	0	1
1700016L21Rik	0	0	0	0	0	0	0	0	0	0
1700016P03Rik	2	1	1	5	6	1	1	1	7	1
1700016P04Rik	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	875	835	767	1251	959	853	1037	640	1121	1509
1700017D01Rik	0	0	0	0	0	0	0	0	2	0
1700017G19Rik	0	0	0	0	0	0	0	0	0	0
1700017I07Rik	0	0	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0	0	0
1700017M07Rik	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	2	0	0
1700018A04Rik	0	0	0	0	0	0	0	2	0	0
1700018A14Rik	1	4	0	2	0	0	0	0	2	0
1700018A23Rik	4	3	0	1	0	2	2	3	2	1
1700018B08Rik	0	1	1	0	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0	0	0
1700018L02Rik	17	19	15	24	22	23	30	22	19	11
1700018M17Rik	0	0	1	1	0	1	2	2	2	1
1700018P08Rik	0	0	0	0	0	0	0	0	0	0
1700019A02Rik	0	0	0	0	1	0	1	3	0	1
1700019A23Rik	0	0	1	0	1	0	0	0	0	0
1700019C18Rik	0	1	3	2	0	11	7	10	3	6
1700019D03Rik	124	102	79	443	115	518	1166	666	989	456
1700019E08Rik	0	0	0	0	0	0	0	0	0	0
1700019F05Rik	0	0	0	0	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0	0	0	0	0
1700019J19Rik	3	2	0	8	3	4	4	5	0	5
1700019M22Rik	0	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0	0	0
1700019P21Rik	0	0	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	2	0	0	0
1700020D05Rik	1	1	1	0	3	2	4	0	2	3
1700020D12Rik	0	0	0	0	0	0	0	0	0	0
1700020G03Rik	0	0	0	0	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	0	0	0	0	0	0
1700020I14Rik	2115	2168	2365	3035	2501	3048	3943	2205	3164	3179
1700020L24Rik	40	38	32	55	24	31	23	15	39	36
1700020M21Rik	0	0	0	0	0	0	0	2	0	0
1700020N01Rik	0	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0
1700020N18Rik	1	0	0	2	0	1	0	1	1	0
1700021A07Rik	41	19	27	47	46	44	41	25	50	31
1700021F02Rik	0	0	0	0	3	0	0	0	0	0
1700021F05Rik	387	214	246	336	278	401	372	261	431	399
1700021F07Rik	0	0	0	0	0	0	0	0	0	0
1700021F13Rik	0	0	0	0	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0	0	0	0	0
1700021J08Rik	8	10	17	8	6	17	14	5	8	5
1700021L23Rik	0	0	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0	0	0	0	0
1700021P04Rik	0	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0	0	0
1700022H01Rik	0	0	0	0	0	0	0	1	0	0
1700022H16Rik	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	0	0	2	0	0	4	1	0	0	7
1700022N22Rik	8	5	10	4	7	7	7	5	6	8
1700023C21Rik	0	0	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	0	0	0	0	0	0	0	0
1700023F06Rik	0	0	0	0	0	0	0	0	0	0
1700023G09Rik	0	0	0	0	0	0	0	0	0	0
1700023H06Rik	21	16	10	19	33	13	12	13	21	27
1700024B05Rik	0	0	0	0	0	0	0	0	0	0
1700024B18Rik	0	0	0	0	0	0	0	1	0	0
1700024G13Rik	0	0	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0	0	0
1700024J04Rik	0	0	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0	0	0
1700025A08Rik	0	0	0	0	0	0	0	0	0	0
1700025B11Rik	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0
1700025D23Rik	0	0	0	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	519	298	448	207	282	857	252	300	598	423
1700025H01Rik	0	0	0	0	0	0	0	0	0	0
1700025J12Rik	0	0	0	0	0	0	0	0	0	0
1700025K04Rik	0	0	0	0	0	0	0	0	0	0
1700025K24Rik	0	0	0	0	0	0	0	0	0	0
1700025L06Rik	0	0	0	0	0	0	0	2	0	0
1700025M24Rik	0	0	0	0	0	0	0	0	1	2
1700025N21Rik	5	3	7	5	4	8	5	6	5	3
1700025N23Rik	0	0	0	1	0	0	0	0	0	0
1700025O08Rik	0	0	0	0	0	0	0	0	0	0
1700026D11Rik	23	14	23	27	33	21	42	22	19	14
1700026F02Rik	0	0	0	0	0	0	0	0	0	0
1700026J12Rik	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0	0
1700027A07Rik	0	0	0	1	1	0	0	1	5	2
1700027A15Rik	0	0	0	0	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0	0	0	0	0
1700027F09Rik	3	6	5	7	12	20	30	12	18	14
1700027H10Rik	0	0	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0	0	0
1700027J07Rik	0	0	0	4	4	0	0	2	0	8
1700028B04Rik	0	0	0	0	0	0	0	1	0	0
1700028D13Rik	0	0	0	0	0	0	0	0	0	0
1700028E10Rik	125	80	128	177	173	298	349	175	322	190
1700028I16Rik	0	0	0	0	0	0	0	0	0	1
1700028J19Rik	12	15	16	4	4	16	18	9	14	19
1700028K03Rik	5	2	0	0	0	0	0	9	0	1
1700028M03Rik	0	0	0	0	0	0	0	0	0	0
1700028N14Rik	23	10	11	22	22	28	34	35	22	24
1700028P14Rik	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0	0	0	0	0
1700029B24Rik	0	0	0	0	0	0	0	0	0	0
1700029E06Rik	0	0	0	0	0	0	0	0	0	0
1700029F12Rik	0	0	0	0	0	0	0	0	0	0
1700029H14Rik	1	3	2	1	4	1	2	1	3	0
1700029I15Rik	49	46	53	25	29	44	63	43	78	48
1700029J03Rik	3	4	2	18	7	4	3	0	2	0
1700029J07Rik	31	44	46	49	68	86	76	61	105	80
1700029M03Rik	0	0	0	0	0	0	1	0	0	0
1700029M20Rik	2	0	0	0	0	0	0	0	0	0
1700029N11Rik	2	0	0	0	1	0	0	0	0	3
1700029P11Rik	0	0	0	0	0	0	0	0	0	0
1700030A11Rik	4	0	0	0	0	0	1	0	0	0
1700030C10Rik	72	55	54	44	40	29	38	13	44	47
1700030C12Rik	0	0	0	0	0	0	0	0	0	0
1700030C14Rik	0	0	0	0	0	0	0	0	0	0
1700030E10Rik	0	0	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0	0	0	0	0
1700030I03Rik	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	1	8	2	8	0	7	5	0	3	3
1700030K09Rik	174	106	183	172	180	260	297	205	308	234
1700030L20Rik	0	0	0	0	0	0	0	0	0	0
1700030L22Rik	0	0	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	4	0	0	0	2	1	0
1700030N03Rik	0	0	0	0	0	0	0	1	0	0
1700030N18Rik	0	0	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	0	0	0	0	0	0	0
1700031A10Rik	0	0	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	1	0	0
1700031F10Rik	0	0	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0
1700031P21Rik	0	0	3	1	1	0	0	0	1	2
1700034B16Rik	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0	0	0
1700034H15Rik	4	4	1	5	4	1	5	10	0	4
1700034I23Rik	9	5	2	4	2	4	1	4	4	3
1700034J04Rik	0	0	0	0	0	0	0	0	0	0
1700034J05Rik	0	0	0	0	0	2	0	0	1	0
1700034K08Rik	0	0	0	0	0	0	0	0	0	0
1700034P13Rik	0	0	1	8	1	2	0	0	0	3
1700036A12Rik	0	0	0	0	0	0	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0	0	0
1700037C06Rik	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	161	82	102	150	111	198	183	108	127	158
1700037F03Rik	0	0	0	0	0	0	0	0	0	0
1700037F24Rik	0	0	0	0	0	0	0	0	0	0
1700037H04Rik	441	346	309	590	467	630	679	415	677	649
1700039E22Rik	0	0	0	0	0	0	0	0	0	0
1700039I01Rik	0	0	0	0	0	0	0	0	0	0
1700039M10Rik	0	0	0	0	0	1	0	0	2	2
1700039M15Rik	0	0	0	0	0	0	0	0	0	0
1700040D17Rik	0	3	0	0	0	0	1	0	0	0
1700040E09Rik	0	0	0	0	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0	0	0	0	0
1700040F17Rik	0	0	0	0	0	0	0	0	0	0
1700040K01Rik	0	0	0	0	0	0	0	0	0	0
1700040L08Rik	1	1	1	3	0	1	0	0	6	1
1700041C23Rik	0	0	0	0	0	0	0	0	0	0
1700041G16Rik	27	4	19	32	27	27	16	15	30	28
1700041I07Rik	0	0	0	0	0	0	0	0	0	0
1700041M05Rik	0	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0	0
1700042D02Rik	0	0	0	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	1	0	0	0
1700042O05Rik	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0	0	1
1700044C05Rik	0	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0	0	0
1700045I11Rik	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0	0	0	0	0	0	2	0	0	0
1700047F07Rik	0	0	0	1	0	0	0	0	0	0
1700047G03Rik	0	3	1	0	3	0	3	0	1	4
1700047G07Rik	0	0	0	0	0	0	0	0	0	0
1700047I17Rik2	0	0	0	0	0	0	0	0	0	0
1700047K16Rik	2	0	1	7	3	2	3	3	0	3
1700047L14Rik	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	3	11	0	4	3	0	0	0	18	7
1700047N06Rik	1	0	1	0	0	0	0	2	1	1
1700047O18Rik	0	0	0	0	0	0	0	0	0	0
1700048F04Rik	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	5	1	2	4	8	9	9	5	3	4
1700048O20Rik	45	20	37	55	39	47	157	46	69	77
1700048P04Rik	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0
1700049J03Rik	0	0	0	0	0	0	0	0	1	3
1700049L16Rik	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0	0	0
1700051K13Rik	0	1	0	0	0	0	0	0	0	0
1700051O22Rik	1	0	1	1	2	0	0	0	2	0
1700052H01Rik	0	0	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	80	80	94	126	66	142	190	119	163	126
1700054A03Rik	0	0	0	0	0	0	0	1	0	0
1700054K02Rik	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	0	0	0	0	0
1700054O05Rik	0	0	0	0	1	0	0	0	0	0
1700054O19Rik	0	0	0	0	0	0	0	0	0	0
1700055C04Rik	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	12	11	13	17	2	5	13	18	16	14
1700056E22Rik	9	11	3	30	19	16	18	11	19	27
1700056N10Rik	70	45	52	71	74	56	103	58	77	124
1700057G04Rik	0	0	0	0	1	0	2	0	6	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0	1
1700058P15Rik	4	11	13	14	12	10	14	6	10	22
1700060C16Rik	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	2	0	0
1700060J05Rik	0	0	0	0	0	0	0	0	0	0
1700060O08Rik	0	0	0	0	0	0	0	0	0	0
1700061E17Rik	0	0	0	0	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0
1700061G19Rik	7	7	4	1	0	4	6	2	12	4
1700061H18Rik	0	0	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0
1700061J23Rik	0	0	0	0	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	3	0	0	0	0
1700063H04Rik	0	0	0	0	0	0	0	0	0	1
1700063H06Rik	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0	0	0	0	0	0
1700063K16Rik	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	1	2	1	6	3	4	3	2	5	6
1700064J06Rik	0	0	0	0	0	0	1	0	0	0
1700064M15Rik	0	1	1	1	0	0	1	0	2	1
1700065D16Rik	3	3	0	3	5	2	3	0	1	0
1700065I16Rik	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	6
1700066B19Rik	56	39	45	109	84	105	123	76	104	116
1700066C05Rik	0	0	0	0	0	0	0	0	0	0
1700066J03Rik	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	120	156	155	208	132	253	332	173	205	213
1700066N21Rik	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	1
1700067K01Rik	5	4	3	3	14	15	11	13	12	11
1700067P10Rik	0	0	0	0	0	0	0	0	0	0
